date,title,link,sentiment,recommendation
07.8.2024,Билтен за месец јули 2024 година,https://www.mse.mk/mk/news/7/8/2024/bulletin-for-july-2024,Positive,Buy
07.8.2024,Блок трансакција,https://www.mse.mk/mk/news/7/8/2024/block-trade,Positive,Buy
07.8.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/7/8/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.8.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/6/8/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
05.8.2024,Внесување на издавачот Стопанска Банка АД Битола на Листата за набљудување,https://www.mse.mk/mk/news/5/8/2024/issuer-stopanska-banka-ad-bitola-was-added-to-the-watchlist,Negative,Sell
05.8.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/5/8/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
01.8.2024,Намера за објавување на јавна понуда за преземање на Стопанска банка АД Битола,https://www.mse.mk/mk/news/1/8/2024/intent-for-a-public-offer-for-takeover-of-the-company-stopanska-banka-ad-bitola,Neutral,Hold
01.8.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/1/8/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
30.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/30/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
29.7.2024,Блок трансакција,https://www.mse.mk/mk/news/29/7/2024/block-trade,Positive,Buy
29.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/29/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
25.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/25/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
24.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/24/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.7.2024,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/23/7/2024/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
22.7.2024,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/22/7/2024/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
19.7.2024,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/19/7/2024/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
18.7.2024,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/7/2024/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
17.7.2024,Котација на државни обврзници,https://www.mse.mk/mk/news/17/7/2024/listing-of-government-bonds-on-the-macedonian-stock-exchange,Neutral,Hold
17.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/17/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/7/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
15.7.2024,Бришење на издавачот Реплек АД Скопје од Листата за набљудување,https://www.mse.mk/mk/news/15/7/2024/removal-of-the-issuer-replek-ad-skopje-from-the-watch-list,Positive,Buy
15.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.7.2024,Организирање јавни берзански аукции на акции при продажба на големи пакети на акции,https://www.mse.mk/mk/news/12/7/2024/public-auctions-for-big-packages-of-shares,Positive,Buy
12.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
11.7.2024,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/7/2024/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
10.7.2024,Главни акценти од првите шест месеци од 2024 година на Македонска берза,https://www.mse.mk/mk/news/10/7/2024/semi-annual-statistical-report-for-period-january-june-2024,Positive,Buy
10.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/10/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
09.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/9/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/8/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
05.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/5/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
04.7.2024,Билтен за месец јуни 2024 година,https://www.mse.mk/mk/news/4/7/2024/bulletin-for-june-2024,Positive,Buy
04.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/4/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
01.7.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/1/7/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.6.2024,Бришење на издавачот Македонија осигурување АД Скопје  Виена Иншуренс Груп  од  Листата за набљудување,https://www.mse.mk/mk/news/28/6/2024/removal-of-the-issuer-makedonija-osiguruvanje-ad-skopje--vienna-insurance-group-from-the-watch-list,Negative,Sell
28.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/28/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.6.2024,Јавна опомена за котираните друштвa Оранжерии Хамзали АД Струмица и Нова стоковна куќа АД Струмица,https://www.mse.mk/mk/news/27/6/2024/public-warning-for-the-listed-companies-oranzerii-hamzali-ad-strumica-and-nova-stokovna-kuka-ad-strumica,Positive,Buy
27.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/6/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
25.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/25/6/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
24.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/24/6/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
20.6.2024,Исклучување од котација на акциите издадени од Единство АД Струмица,https://www.mse.mk/mk/news/20/6/2024/exclusion-from-listing-of-shares-issued-by-edinstvo-ad-strumica,Negative,Sell
20.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/20/6/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
19.6.2024,"Одржана обука на тема ,,Односи со инвеститори“",https://www.mse.mk/mk/news/19/6/2024/investor-relations-training,Positive,Buy
19.6.2024,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/19/6/2024/share-buy-backs-and-non-trade-transfers-of-listed-companies-shares,Negative,Sell
18.6.2024,Редовна ревизија на индексите МБИ10 и ОМБ,https://www.mse.mk/mk/news/18/6/2024/regular-revision-of-mbi10-and-omb,Positive,Buy
18.6.2024,Блок трансакција,https://www.mse.mk/mk/news/18/6/2024/block-trade,Positive,Buy
18.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/6/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
17.6.2024,Измени и дополнувања на Тарифникот на Македонска берза,https://www.mse.mk/mk/news/17/6/2024/changes-and-amendments-in-the-mse-tariff-book,Positive,Buy
17.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/17/6/2024/non-trade-transfers-of-listed-companies-shares,Negative,Sell
14.6.2024,Бришење на издавачот Единство АД Струмица од „Листата за набљудување“,"https://www.mse.mk/mk/news/14/6/2024/issuer-edinstvo-ad-strumica-was-removed-from-the-""watch-list""",Negative,Sell
14.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/14/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
11.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/11/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
07.6.2024,Блок трансакција,https://www.mse.mk/mk/news/7/6/2024/block-trade,Positive,Buy
07.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/7/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.6.2024,Билтен за месец мај 2024 година,https://www.mse.mk/mk/news/6/6/2024/bulletin-for-may-2024,Positive,Buy
06.6.2024,Котација на државни обврзници,https://www.mse.mk/mk/news/6/6/2024/listing-of-government-bonds-on-the-macedonian-stock-exchange,Neutral,Hold
05.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/5/6/2024/non-trade-transfers-of-listed-companies-shareс,Negative,Sell
04.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/4/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.6.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/6/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
31.5.2024,Ново видео со менаџерско обраќање,https://www.mse.mk/mk/news/31/5/2024/ново-видео-со-менаџерско-обраќање,Positive,Buy
31.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/31/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
30.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/30/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
29.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/29/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/28/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.5.2024,Преглед на финансиски податоци за котираните друштва,https://www.mse.mk/mk/news/23/5/2024/summary-of-financial-data-of-listed-mse-companies,Positive,Buy
22.5.2024,Нов квартален состанок со компаниите од Клубот БУМ,https://www.mse.mk/mk/news/22/5/2024/new-quarterly-meeting-with-companies-from-the-business-club,Positive,Buy
22.5.2024,Блок трансакција,https://www.mse.mk/mk/news/22/5/2024/block-trade,Positive,Buy
22.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/22/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.5.2024,Македонската берза и УСАИД со поддршка за компаниите во пристапот до финансии,https://www.mse.mk/mk/news/21/5/2024/the-macedonian-stock-exchange-and-usaid-provide-support-for-companies-in-accessing-finance,Positive,Buy
21.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/21/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.5.2024,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/20/5/2024/non-trade-transfers-of-listed-companies-share,Negative,Sell
17.5.2024,Ново видео со менаџерско обраќање,https://www.mse.mk/mk/news/17/5/2024/ново-видео-со-менаџерско-обраќање,Positive,Buy
